mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;split3_train_score;split4_train_score;mean_train_score;std_train_score
175.22914323806762;1.691440192591721;0.557457447052002;0.007245571534008313;10;27;100;{'max_depth': 10, 'max_features': 27, 'n_estimators': 100};0.846802770537975;0.8410676031884105;0.8162769896746336;0.8513106315730482;0.863392801379821;0.8437701592707777;0.015583848823699002;14;0.8917968579460184;0.8986110052645843;0.899584525814069;0.8946591148686179;0.8931641262748143;0.8955631260336208;0.0030403432483067767
235.41649765968322;1.2535790063217367;0.5524600505828857;0.00639567086631981;10;37;100;{'max_depth': 10, 'max_features': 37, 'n_estimators': 100};0.8538307313429698;0.8401251352135886;0.8158698226483452;0.852288787622832;0.8621764426653518;0.8448581838986174;0.016114399795773816;10;0.8918436808159863;0.8986386511284016;0.8997502316474956;0.8945294495044529;0.8937243489666267;0.8956972724125926;0.003006146795199859
265.90333132743837;1.0870043645928786;0.5418682098388672;0.009820375885514659;10;42;100;{'max_depth': 10, 'max_features': 42, 'n_estimators': 100};0.8531211287897829;0.8391315361213195;0.8143240228803251;0.850895345462694;0.861485768651813;0.8437915603811869;0.016374621876345453;13;0.8919710284412161;0.8985074267722873;0.899618635841565;0.8947232894629152;0.8931959905815412;0.8956032742199049;0.002977241276251569
344.775785446167;3.7670716571971443;0.5384715080261231;0.0051887298007600655;10;;100;{'max_depth': 10, 'max_features': None, 'n_estimators': 100};0.8522046415458622;0.8367548464858494;0.8113530444749878;0.8488292376512977;0.8588101776162533;0.84159038955485;0.01672880080712677;16;0.8909261532779299;0.8975561525244934;0.8986313607772638;0.8932913422693872;0.8920136599064644;0.8944837337511077;0.003060130981966611
256.69819831848145;3.9231458188394956;0.9466175556182861;0.01665692570902783;15;27;100;{'max_depth': 15, 'max_features': 27, 'n_estimators': 100};0.8491307989973732;0.8457690613665702;0.8177392521478649;0.8537685566196361;0.8656353036984308;0.8464085945659751;0.01583405178633505;7;0.9434091149244269;0.9465087559262757;0.9471460244718226;0.944666995680054;0.943273791196556;0.945000936439827;0.0015813516451445833
346.81612863540647;2.736527355149925;0.9252318859100341;0.026632820245514496;15;37;100;{'max_depth': 15, 'max_features': 37, 'n_estimators': 100};0.8516409720294713;0.8450720374721823;0.8177670530219774;0.8543240766038521;0.8633947619565484;0.8464397802168063;0.015496334641394776;6;0.9424074604893837;0.9456923477513396;0.9463599215763293;0.943976416899695;0.9427313935369097;0.9442335080507315;0.001568868466302709
392.81641445159914;3.7959581702065965;0.9240334033966064;0.015959827576290685;15;42;100;{'max_depth': 15, 'max_features': 42, 'n_estimators': 100};0.8528070362776219;0.8442728353205473;0.8153598920051608;0.8567446351673818;0.8634173025087443;0.8465203402558912;0.016766579259359735;5;0.94280278033036;0.945729220899384;0.9459255875838533;0.9433872040145066;0.9422924495675239;0.9440274484791257;0.0015112185615313153
511.797581577301;7.517783839532792;0.9104409694671631;0.024126407720070984;15;;100;{'max_depth': 15, 'max_features': None, 'n_estimators': 100};0.8510484359209796;0.8419915228489224;0.8136905464780098;0.8556393857613447;0.8605116831152282;0.8445763148248969;0.016606189740650125;11;0.9418875382270404;0.9449916646847529;0.9447939084458182;0.9422634429623142;0.9415361637338742;0.94309454361076;0.0014874842746650018
399.0090026855469;4.7836730495638315;1.8946340084075928;0.06729250353411954;25;27;100;{'max_depth': 25, 'max_features': 27, 'n_estimators': 100};0.8479072591517174;0.8477864106507285;0.8187787635363513;0.856454684862079;0.864706190322964;0.847126661704768;0.015496449748727017;1;0.9768981728030625;0.9779795314388529;0.9787589176083902;0.9774250926012886;0.9771195944425252;0.9776362617788239;0.0006685062550545165
535.7504379272461;5.919642553088362;1.8558588027954102;0.06539309733105478;25;37;100;{'max_depth': 25, 'max_features': 37, 'n_estimators': 100};0.8482918792181158;0.8462541828550854;0.815945913347355;0.8567249574850582;0.8634192883751297;0.8461272442561488;0.016290738527442915;9;0.9767643336401967;0.9778781551060969;0.9785116712191371;0.9770230363200256;0.9769595810870955;0.9774273554745102;0.000663452447559771
610.4392651557922;6.768883533011098;1.9094257831573487;0.0912639746193609;25;42;100;{'max_depth': 25, 'max_features': 42, 'n_estimators': 100};0.8484989041995987;0.8458167830197847;0.8170197903670773;0.8576152935711099;0.8626537610991845;0.846320906451351;0.015861138293123484;8;0.9765178464410851;0.9776398729919239;0.9783956356634874;0.976824229657869;0.9768104438976177;0.9772376057303965;0.0006890940021365141
792.7532484054566;10.067757403757415;1.816082525253296;0.10759025034514992;25;;100;{'max_depth': 25, 'max_features': None, 'n_estimators': 100};0.8468733259402463;0.8434479677329124;0.8121716350068365;0.8561806510067518;0.8600465702786246;0.8437440299930744;0.016894606436101002;15;0.9761496294381031;0.9775436190416901;0.9778913454435839;0.9763104239367962;0.9766280975657876;0.9769046230851922;0.0006901436434470816
471.01868028640746;4.287866271184763;2.518650531768799;0.08056238966549002;;27;100;{'max_depth': None, 'max_features': 27, 'n_estimators': 100};0.8483886583110449;0.847626900270899;0.8191814689080431;0.8547771460279047;0.8652231416196193;0.8470394630275023;0.015288892387246482;2;0.9786454581397911;0.9796177224159914;0.9805240580621671;0.9791928559145643;0.9789615078861919;0.9793883204837412;0.0006503452847308635
650.6882932186127;10.034294525034424;2.6105926513671873;0.09154045604877473;;37;100;{'max_depth': None, 'max_features': 37, 'n_estimators': 100};0.8523249100470964;0.8457405161719518;0.8172659375621036;0.8561722689805434;0.8629222289215199;0.846885172336643;0.015821740743059014;3;0.978732509529621;0.9795996896965754;0.9807108510207367;0.9791397097610608;0.9788908769626422;0.9794147273941272;0.0007112837263003119
735.0909407615661;6.741591050992295;2.5356411933898926;0.17024353716860838;;42;100;{'max_depth': None, 'max_features': 42, 'n_estimators': 100};0.8514638028823783;0.8459954435314297;0.8157399557011121;0.8574322126538196;0.8620240373731927;0.8465310904283865;0.016319181464482576;4;0.9786207141771466;0.979359139156376;0.9802341693663953;0.978817115772517;0.9789413401141147;0.9791944957173099;0.0005733685370899371
960.0428800582886;17.119844112004905;2.4053213119506838;0.22421482962495387;;;100;{'max_depth': None, 'max_features': None, 'n_estimators': 100};0.8505899082956418;0.8438039290356352;0.8117742661367278;0.8556681876589459;0.8590564152422102;0.8441785412738322;0.016997918204606218;12;0.9785340135976068;0.9797127690509353;0.980283960215134;0.9783007947958332;0.9785305651911055;0.9790724205701229;0.0007818913151691225
